"Census.Tract","CES.3.0.Score","Total.Population","California.County","Hispanic....","White....","African.American....","Native.American....","Asian.American....","Other....","ZIP","Longitude","Latitude","Ozone","PM2.5","Diesel.PM","Drinking.Water","Pesticides","Tox..Release","Traffic","Cleanup.Sites","Groundwater.Threats","Haz..Waste","Imp..Water.Bodies","Solid.Waste","Pollution.Burden","Asthma","Low.Birth.Weight","Unemployment"
6053010306,31.33,1250,"Monterey ",45.3,47.5,0.7,1.1,2.6,2.8,95012,-121.7176,36.75108,0.035,5.344507,3.402,1140.45,22689.84,1.225708,706.01,12.5,2.75,0.1,26,26.25,49.08,42.54,4.08,16.1
6001433400,31.31,6305,"Alameda ",11.5,22.3,10.1,0.2,52.8,3.1,94579,-122.169,37.68453,0.03,8.697944,16.614,70.6,0,499.8099,NA,1.7,23.55,0.46,10,13,39.46,62.77,6.4,10.4
6087110200,31.31,7399,"Santa Cruz",75.7,18.1,0.2,0.4,3.8,1.7,95076,-121.7543,36.92724,0.038,5.763686,10.28,363.32,22923.15,1.048704,575.36,1.85,46.75,0.1,14,0.2,40.04,62.57,4.14,10.4
6067007014,31.3,7342,"Sacramento ",40.4,26.9,17.6,0.7,9.5,4.8,95833,-121.4906,38.61499,0.048,9.536303,17.622,80.01,0,648.5093,772.77,1,0,0,7,1,34.02,80,6.93,14.8
6013313204,31.3,5542,"Contra Costa",45,28.2,12.5,0.3,10.7,3.4,94521,-121.9237,37.98893,0.038,7.859585,9.348,148.37,0,934.6986,406.4,14,34.75,0,4,7,34.41,115.41,5.91,11.8
6071002801,31.29,5508,"San Bernardino",81.1,8.7,6.5,0.3,2.3,1.1,92336,-117.4447,34.11023,0.065,12.89,13.919,516.07,0,2978.793,676.61,0,0,0.025,0,0,40.07,36.9,4.5,14
6037482522,31.29,4269,"Los Angeles",51.1,9.1,1.8,0,36.7,1.3,90640,-118.0939,34.04091,0.048,12.05,23.68,781.55,0.13,7874.384,1674.88,11.2,6.8,0.52,0,0.5,61.37,25.98,5.45,6.8
6069000702,31.29,4948,"San Benito",54.1,39.3,1.3,0.3,3.3,1.7,95023,-121.4128,36.83055,0.04,4.925327,12.884,755.21,75.75,4.162333,644.31,4.75,45,9.35,6,2.5,50.15,55.09,3.29,11.1
6065042213,31.28,4194,"Riverside ",22.3,47.5,6.5,0.3,19.2,4.2,92507,-117.3169,33.97647,0.065,12.89,13.822,960.39,0,862.1301,1576.69,0,0,0.05,0,0,47.03,62.49,3.51,16.4
6059087801,31.27,5337,"Orange ",44.3,30.3,3.1,0.1,19.5,2.7,90680,-118.0064,33.81007,0.044,11.21,12.648,283.26,0,9631.062,678.08,3.75,4,0.255,0,10.7,44.62,43.56,4.57,10.4
6019005406,31.26,3899,"Fresno ",28.4,57.8,2.9,0.8,7.4,2.6,93710,-119.7677,36.83378,0.065,15.4,35.059,791.91,0.05,2231.958,742.69,9.5,0,0.1,0,0,55.75,77.98,5.18,8.7
6077004002,31.25,10717,"San Joaquin",24.6,31.6,10,0.3,28.5,5,95219,-121.3821,38.05054,0.046,11.84,8.637,670.11,226.87,251.5987,1440.63,1,15,0,15,0,52.48,47.62,5.66,8.6
6019005906,31.25,2240,"Fresno ",26.7,64.7,0.4,1,4.6,2.5,93657,-119.5156,36.77007,0.065,15.82,2.947,607.66,706.63,271.4655,195.18,0,17,0.1,2,0,47.57,64,6.14,12.7
6001434000,31.24,4884,"Alameda ",45.8,17,17.3,0.3,16.1,3.6,94578,-122.1103,37.69237,0.033,8.697944,31.2,63.27,0,375.7435,1851.76,4.5,30.25,0,1,0,34.5,64.89,6.25,17
6065043403,31.22,2847,"Riverside ",47.6,37.5,9.7,0.7,1.8,2.8,92543,-116.9687,33.73728,0.062,7.859585,6.495,541.86,0,6779.113,390.25,0,0,0,0,0,27.7,98.89,7.48,20.1
6037106407,31.21,2933,"Los Angeles",76.2,14,6.4,0.1,2.5,0.8,91342,-118.4366,34.31057,0.06,11.21,10.74,618.05,0,525.5166,1481.91,0,0,0.01,0,0,37.36,64.44,4.97,5.5
6103000900,31.21,3678,"Tehama ",23.9,70.1,0.2,2.3,0.7,2.9,96021,-122.024,39.97014,0.05,9.536303,2.445,675.18,551.51,1.283474,213.01,4,0,0,5,4,38.46,60.98,4.15,11.4
6097153300,31.21,11010,"Sonoma ",37.9,45.3,3.6,1.2,8.6,3.4,95407,-122.767,38.39542,0.03,6.182866,10.19,569.28,8.88,68.85225,519.83,12.6,121.9,3.1,6,9.5,48.36,64.09,3.17,10.9
6037555212,31.21,4561,"Los Angeles",77.4,10.1,2.1,0.2,9,1.2,90716,-118.0662,33.82733,0.044,11.21,12.6,332.79,0,6015.984,525.11,1,19.75,0.05,8,0,41.01,53.07,3.61,7.5
6019004406,31.2,5211,"Fresno ",25,59.5,4.5,0.7,6.9,3.3,93720,-119.7744,36.84481,0.065,15.4,36.883,806.92,0,2333.315,543.33,6,0,0.01,0,0,49.65,41.92,6.63,15.3
6.053e+09,31.19,7161,"Monterey ",73.8,17.5,2.2,0.4,4.7,1.4,93906,-121.6499,36.69289,0.033,5.344507,19.373,451.51,85.98,0.8381474,976.2,0.9,3.6,0,16,1,36.64,61.78,5.36,8.7
6001431000,31.18,2714,"Alameda ",22.7,46.9,6.5,0.3,19.2,4.4,94546,-122.0785,37.69293,0.033,8.697944,19.991,70.6,0.31,362.9762,1912.33,12,22.75,0.05,1,0,38.25,68.95,6.02,8.5
6.111e+09,31.17,6786,"Ventura ",68.6,28.5,0.4,0.4,0.9,1.2,93015,-118.8702,34.40887,0.053,8.697944,1.521,478.79,535.7,23.38997,370.65,12,8,0.1,3,5.5,44.39,31.63,4.04,9.8
6059062611,31.17,4105,"Orange ",11.2,42,2.4,0.1,39.5,4.8,92612,-117.8336,33.66449,0.046,9.536303,23.758,376.93,5.43,17757.23,1656.64,0,5,0.01,8,2.25,53.49,22.92,5.47,9.3
6095252401,31.16,4559,"Solano ",47.6,26.6,12.3,1,6.8,5.6,94533,-122.0581,38.25341,0.04,7.859585,18.865,203.72,0,763.7966,1263.3,0,32.55,0.11,5,0,36.26,119.73,4.4,12.5
6037482702,31.14,2397,"Los Angeles",44.2,7,0.3,0.1,46.6,1.8,91754,-118.1338,34.04149,0.048,12.05,23.09,798.46,0,9344.604,964.59,0,0,0.05,0,0.1,45.7,32.81,8.21,9.3
6037183101,31.14,3922,"Los Angeles",66.5,20.8,1.8,0.4,8.5,2,90042,-118.1824,34.12224,0.05,11.63,18.35,513.88,0,3111.757,1041.14,8.1,4,0,3,0,45.19,40.64,6.37,9.5
6037128801,31.13,3307,"Los Angeles",14.8,60.5,9.7,0.1,10.2,4.7,91411,-118.4652,34.16824,0.055,11.21,25.579,618.05,0,847.2404,2880.76,1,1.3,0.15,7,0.5,53.9,34.43,5.58,7.3
6095252502,31.12,2275,"Solano ",33.5,31.9,23.7,1,4.7,5.3,94533,-122.0449,38.24703,0.04,7.859585,25.18,203.72,0,747.9941,443.4,0,65.8,0.01,6,1,34.02,119.73,5.75,10.3
6073003001,31.12,4226,"San Diego",45.1,6.5,39.4,0.2,5.9,2.9,92114,-117.0754,32.71749,0.04,11.21,10.004,228.07,0,233.085,1412.96,6.35,22.7,0,2,0.2,35.87,92.91,6.78,13.6
6037275102,31.11,4226,"Los Angeles",67.1,19.8,2.3,0.1,8.6,2.1,90230,-118.4112,33.99798,0.046,12.05,28.85,671.39,0,1883.824,4230.96,0,12.05,0,10,0,53.52,37.72,4.05,7.6
6085505009,31.1,6256,"Santa Clara",23.9,28.8,7,0.3,35.8,4.2,95134,-121.9455,37.41507,0.035,10.37,29.765,198.55,0,237.3187,1247.79,95.5,46.7,1.2,3,5.9,53.57,29.32,6.9,4.3
6077004901,31.1,7214,"San Joaquin",27.1,68.7,0.4,0.8,1.3,1.6,95320,-120.9929,37.796,0.053,12.89,7.617,615.32,973.82,45736.95,317.76,7,3,0.1,0,8,56.93,42.27,3.82,4.1
6059076103,31.1,9137,"Orange ",60.7,14,1.4,0.2,22.5,1.2,92840,-117.9017,33.78338,0.046,11.21,29.67,530.54,0,59638.38,2162.38,0,8,0.01,1,0,47.5,33.31,5.11,6.4
6001435400,31.1,4503,"Alameda ",33.1,26.3,19.5,0.6,16.2,4.4,94541,-122.0832,37.67393,0.033,8.697944,29.711,58.73,0,391.3869,841.8,12.05,42,0,1,0,33.81,104.82,6.58,9.7
6037600704,31.08,2971,"Los Angeles",9.7,1.8,85.1,0.2,0.8,2.5,90305,-118.3237,33.95453,0.046,12.05,18.08,403.07,0,4220.051,683.69,0,13,0,0,0.2,38.48,108.51,7.3,11.9
6037125402,31.08,3544,"Los Angeles",20,59.9,9.5,0.2,6.6,3.8,91602,-118.374,34.15668,0.053,12.05,24.89,618.05,0,1381.86,2232.14,1.1,4.5,0.01,6,1.5,54.15,39.17,6,9.4
6067007010,31.08,3626,"Sacramento ",23.3,47.5,13.5,0.6,9.2,5.9,95833,-121.5149,38.60992,0.048,9.117123,21.064,79.07,11.16,505.57,2116.99,1.5,0,0,7,0,41.11,79.89,7.37,8.8
6037106646,31.06,3237,"Los Angeles",34.2,42.4,3.5,0.1,17,2.9,91344,-118.4939,34.27974,0.06,10.79,22.91,618.05,0,447.1708,2565.52,0,0,0.025,1,1.8,45.17,53.41,6.44,11.7
6037403312,31.06,5160,"Los Angeles",33.8,24.1,4.4,0.2,35.2,2.4,91789,-117.8309,34.01169,0.055,12.05,59.95,512.84,0,69947.72,2723.37,1.85,9.5,0.12,1,3.2,61.37,24.76,4.91,8.2
6085503213,31.05,4494,"Santa Clara",33.6,6.3,2.2,0.1,57,0.8,95111,-121.8374,37.30167,0.038,10.37,23.899,479.23,0,137.9758,781.94,7,14,0.185,2,1.2,42.49,38.26,4.58,8.5
6037650001,31.02,5853,"Los Angeles",20,25.4,2.9,0.2,47.4,4.2,90504,-118.3192,33.87922,0.044,12.05,22.51,288.27,0,9881.736,727.41,28,16.3,0.15,7,3,57.66,45.71,5.25,4.3
6067009800,31.02,1984,"Sacramento ",26.1,66.2,0.8,0.6,3.3,3,95641,-121.6964,38.09623,0.044,8.278764,4.279,624.85,65.65,213.3263,508.95,0.2,52.5,0.02,11,1,42.31,36.33,6.35,17.3
6037190402,31.01,2487,"Los Angeles",17.9,60.1,4.5,0.1,14,3.5,90027,-118.3072,34.10355,0.05,12.89,36.19,664.07,0,2350.002,1238.34,1.15,2.75,0.1,0,0,50.22,31.88,3.47,8.8
6001438400,31,2331,"Alameda ",32.7,24.6,5.1,0.5,33.4,3.7,94545,-122.0826,37.61845,0.033,8.697944,33.093,58.54,0,484.7604,1738.72,4.5,9.1,0.1,1,1.25,37.79,107.81,8.4,6
6113011206,30.97,7329,"Yolo ",33.8,49.5,2.3,0.5,11,2.8,95776,-121.6577,38.69619,0.046,7.859585,3.726,727.45,758.01,55.89637,318.62,3.1,40.7,0.31,9,4,50.04,49.69,5.71,8.5
6037570701,30.97,6569,"Los Angeles",25.3,30.9,20,0.2,20,3.6,90712,-118.1483,33.85389,0.042,11.21,20.509,280.66,0.73,5656.351,679.81,1.75,45.75,0.395,0,8.2,52.3,49.91,7.13,4.1
6095252904,30.95,4726,"Solano ",20,60,5.5,0.8,9.8,3.8,95688,-121.931,38.40436,0.042,7.859585,6.232,770.47,81.1,375.5973,724.15,19.1,43.3,2.35,2,2.5,54.56,74.42,4.64,11.2
6037267501,30.94,5379,"Los Angeles",32.7,40.7,2.5,0.1,20.2,3.8,90025,-118.4561,34.04134,0.046,12.05,31.888,588.45,3.04,1358.289,1521.54,12.7,16.5,0.37,0,2.7,63.46,19.33,4.18,4.5
6065043701,30.93,3512,"Riverside ",26.2,67.4,2.2,1.2,1.4,1.7,92544,-116.8641,33.72627,0.065,6.602046,7.702,730.26,73.53,791.3761,200.29,0,0,0,0,2,36.69,59.01,4.79,19.9
6065043206,30.93,7606,"Riverside ",29.9,53.2,5.8,0.4,7.2,3.5,92562,-117.1919,33.56514,0.057,7.440405,23.179,981.91,0,184.8416,1550.48,0,15,0.2,0,0.5,45.85,33.01,4.97,15.1
6037207501,30.91,2218,"Los Angeles",14.5,27.5,7.9,0.3,46.4,3.3,90012,-118.253,34.05644,0.046,12.89,60.743,664.07,0,5269.605,1366.44,15.65,12.75,1.955,0,6.5,66.38,29.02,5.49,0
6059032014,30.9,6323,"Orange ",52,36,1,0.2,8.5,2.2,92630,-117.6972,33.61661,0.05,8.697944,16.484,432.23,8.01,3319.786,2507.43,0,67.75,0.225,8,0,55.25,26.96,4.71,5.3
6037402002,30.9,3913,"Los Angeles",32.5,50.7,5.8,0.4,7,3.6,91711,-117.7134,34.08741,0.06,12.89,35.2,728.61,0,5394.171,1903.17,0,3,0.11,1,0.1,55.54,34.03,5.38,8.9
6065043821,30.9,2707,"Riverside ",47.4,33,9.7,0.6,6.8,2.5,92223,-116.9602,33.93746,0.068,8.697944,21.27,410.66,0,142.3463,971.83,4.5,0,4,0,0.2,41.7,60.9,5.12,4.7
6065051100,30.89,6188,"Riverside ",47,15.5,26.4,0.3,7.4,3.4,92555,-117.2043,33.8965,0.065,12.89,12.257,747.77,0,486.1138,322.19,0,0,0.02,0,0,36.65,51.91,5.51,19
6059001507,30.88,4665,"Orange ",25.6,49,1.9,0.3,19.8,3.4,92821,-117.8944,33.92647,0.048,11.21,13.41,555.69,0,15305.8,1625.84,19,5.5,1.145,0,4,56.99,36.98,5.12,8.1
6059074902,30.88,6627,"Orange ",97.3,1.6,0.1,0.1,0.8,0.1,92703,-117.8799,33.73706,0.046,10.37,13.587,377.39,0,21093.82,783.96,4.6,3.5,0,1,0,37.85,46.57,5.8,7.1
6029000700,30.87,4825,"Kern ",42.5,50.5,1.7,0.8,1.8,2.6,93305,-118.9953,35.39767,0.062,18.76,32.773,593.77,0,27.90428,441.51,0,0,0.11,0,0,39.4,111.62,5.02,9.8
6059011712,30.86,4865,"Orange ",50.9,30.1,2.3,0.2,14.1,2.4,92870,-117.8702,33.87666,0.048,11.21,26.021,531.01,0,14632.52,1082.46,7,3,0.12,0,0.2,49.5,30.31,5.04,10.2
6065043312,30.86,3862,"Riverside ",53.5,39.6,2.7,0.8,1.9,1.6,92543,-116.9607,33.73127,0.062,7.440405,6.495,910.48,0,4922.202,709.76,0,0,0,0,0,33.11,63.31,7.4,16.7
6037106010,30.86,3152,"Los Angeles",67.1,19.7,5.2,0.3,5.8,1.9,91342,-118.4434,34.32534,0.06,11.21,10.74,618.05,0,464.1786,1186,0,0,0.1,0,0,38.74,64.44,6.51,7.4
6059087802,30.85,7146,"Orange ",45.3,25.8,2.8,0.3,23.4,2.4,90680,-117.9976,33.81012,0.044,11.21,12.44,280.49,0,9722.669,1079.74,8.25,7.2,0.4,0,5.15,48.25,45.62,4.87,6.7
6037554512,30.84,6108,"Los Angeles",9.3,14.3,6.6,0,66.9,2.8,90703,-118.0552,33.87675,0.046,11.21,17.85,255.86,0,5776.735,1257.16,12.25,1.5,1.02,7,0.5,51.47,44.98,6.58,2.2
6053014302,30.81,4024,"Monterey ",24.7,39.5,6.3,0.3,22.5,6.8,93908,-121.7717,36.70935,0.035,5.344507,3.115,717.94,15028.7,0.7590326,494.8,12,39,0.125,17,21,50.28,49.59,5.12,5.7
6013307205,30.81,6595,"Contra Costa",31.1,38.8,17.2,0.5,7.4,5,94509,-121.8295,37.98601,0.04,7.859585,13.248,82.01,0,494.8149,594.19,16.5,14.5,0.01,0,11,33.17,175.02,5.64,7.8
6087110100,30.81,7466,"Santa Cruz",74.8,19.9,0.3,0.4,3.4,1.2,95076,-121.7416,36.92249,0.038,5.763686,14.328,363.32,13762.49,1.086435,506,1.85,30.25,0.1,14,0.5,40.84,62.57,5.36,7.8
6037125401,30.81,4024,"Los Angeles",27.4,46.7,14.3,0.2,7.2,4.2,91601,-118.3743,34.16261,0.053,12.05,24.89,618.05,0,1361.82,789.09,1.5,10,0.035,6,2.5,54.2,57.11,2.42,11.1
6037408003,30.8,4992,"Los Angeles",60.5,9.9,4.2,0.2,23.8,1.3,91792,-117.9155,34.04553,0.053,11.21,20.66,809.82,1.63,12206.36,724.59,3,0.4,3.5,2,0,56.75,34.73,5.42,9.9
6.011e+09,30.79,2565,"Colusa ",48.4,47.2,0.3,1.4,1.4,1.4,95932,-121.9636,39.31474,0.048,7.859585,2.799,321.02,237.78,16.88985,94.41,13,25.3,0.5,9,1.7,43.59,52.91,2.29,10.4
6037109601,30.79,5020,"Los Angeles",70,15,2.9,0.1,10.2,1.6,91345,-118.4495,34.25932,0.057,11.21,20.421,618.05,0,614.9257,1645.3,0,0,0.06,0,0,41.94,61.6,6.43,10.2
6001433103,30.78,3530,"Alameda ",39.9,14.5,24.2,0.2,17.7,3.4,94578,-122.1391,37.70933,0.03,8.697944,37.051,70.6,0,425.7382,385.68,40.45,10,0.16,0,6.25,37.79,107.85,4.58,5.5
6037102104,30.75,3648,"Los Angeles",14.6,66.8,2.4,0.1,13,3.2,91352,-118.3454,34.21619,0.055,12.05,38.892,697.73,0,1186.297,1923.71,13.1,25.2,0.305,6,0,65.12,38.17,4.12,11.4
6071008704,30.74,7789,"San Bernardino",28.1,65.1,1.6,0.4,2.7,1.9,92399,-117.0713,34.01954,0.068,9.955483,14.339,884.75,0.12,293.1553,1272.81,1.6,0,0,0,0,41.8,41.86,5.91,7.8
6095250601,30.74,4695,"Solano ",35.1,20.2,24.3,0.6,13.8,6,94591,-122.2258,38.08201,0.035,7.859585,13.88,166.14,0,1371.38,1475.71,8.5,2,0.05,12,0,34.68,93.65,5.2,20.1
6071007409,30.74,5760,"San Bernardino",51.9,29.5,10.8,0.4,4.9,2.5,92346,-117.2109,34.12489,0.068,12.05,14.14,620.97,0,495.7301,634.82,0,0,0,0,0,37.2,65.8,5.23,12.6
6073002402,30.71,5254,"San Diego",68.7,6.4,9.3,0.2,13.5,2,92105,-117.1052,32.74681,0.04,10.79,24.13,228.07,0,205.1212,1622.58,1.2,0,0,0,0.7,31.22,80.83,5.12,11.2
6065043404,30.71,2544,"Riverside ",25.4,66.4,3.6,0.7,1.7,2.2,92543,-116.9827,33.7376,0.062,8.278764,7.101,541.86,0,8933.549,410.83,0,0,0,0,0,28.72,92.02,6.67,30.2
6037403722,30.7,5734,"Los Angeles",62.5,21.7,3.7,0.2,9.8,2.1,91724,-117.8721,34.08818,0.055,11.21,17.31,561.1,0,5777.076,474.15,0,0,0.01,3,1,40.54,55.86,4.52,12.1
6001408700,30.69,7207,"Alameda ",44.9,3.9,43.6,0.1,5.4,2,94605,-122.1889,37.76886,0.03,8.697944,37.957,70.6,0,373.499,267.33,8.2,17.8,0.06,0,0.5,29.52,137.45,7.13,15.2
6059099247,30.69,3287,"Orange ",45.2,6.8,0.5,0.3,46.3,0.8,92704,-117.9331,33.74163,0.046,11.21,15.88,377.39,0,17400.89,1279.89,0,0,0,0,0,36.42,38.05,6.89,9
6037189904,30.68,2260,"Los Angeles",13.3,70.6,4.3,0.1,7.3,4.4,90046,-118.3468,34.09972,0.05,12.05,23.12,664.07,0,1925.656,1610.15,1,12.4,0.01,0,0,48.11,27.82,4.6,13.7
6065042402,30.66,4780,"Riverside ",52.8,27.7,11.4,0.4,4.9,2.8,92555,-117.204,33.94554,0.065,12.89,11.514,747.77,0,586.9222,1169.45,0,0,0,0,0,41.75,46.4,5.98,12.6
6071004504,30.66,8145,"San Bernardino",42.6,35,13.4,0.5,5,3.6,92407,-117.343,34.19402,0.068,12.47,14.708,493.98,0,1551.53,612.31,12.4,0.2,0.1,0,0,44.64,72.92,4.81,14.7
6089011002,30.66,5324,"Shasta ",7.8,83.6,0.5,3.2,1.4,3.6,96001,-122.3977,40.5382,0.042,6.182866,9.052,574.18,5.29,9.590429,184.64,22.2,28,2.6,2,5,42.43,79.1,5.74,8.3
6037269800,30.65,3458,"Los Angeles",26,38.5,11.1,0.3,19.7,4.4,90034,-118.3968,34.03205,0.046,12.05,33.28,588.45,0,1674.002,3049.47,6.25,15,0,0,0,50.17,37.85,4.53,10.7
6037408505,30.65,2682,"Los Angeles",44.9,17.6,1.8,0.1,34.2,1.4,91745,-117.98,34.00211,0.048,12.05,21.602,864.28,0,9923.175,1933.53,9.5,1.5,0.01,0,0.6,52.9,46.47,4.56,9.4
6007000603,30.64,3130,"Butte ",12.2,78.8,1.7,0.4,2.1,4.9,95926,-121.8496,39.73689,0.048,9.536303,16.684,269.83,0.49,9.248891,486.2,46.7,31,0.6,1,0,42.15,36.51,6.38,11.8
6073020601,30.63,5560,"San Diego",75.6,18.5,2.1,0.5,2.1,1.2,92025,-117.078,33.1143,0.048,10.37,21.3,267.08,0,24.06631,464.67,0.4,23.5,0.15,9,5,42.79,40.55,4.13,8
6001425101,30.63,1596,"Alameda ",3.5,59,6,0,27,4.4,94608,-122.3062,37.83819,0.03,8.697944,33.75,70.6,0,401.5968,3673.64,85.75,85.85,3.51,10,4.5,56.23,75.36,6.67,5
6085503212,30.63,4058,"Santa Clara",31.5,7.9,2.6,0.3,56,1.7,95121,-121.8289,37.30466,0.038,10.37,22.95,639.19,0,139.6734,1880.77,8.6,0,0.01,2,1,40.48,40.54,6.6,8
6037113301,30.62,2201,"Los Angeles",19.6,57.4,4,0.1,15.8,3.1,91324,-118.5583,34.24404,0.06,10.37,19.607,618.05,0,472.1333,1079.36,1.75,13,0.185,3,0,48.98,49.36,5.88,8.8
6037572002,30.62,4409,"Los Angeles",17.4,37.7,20.3,0.4,20,4.2,90807,-118.1916,33.82308,0.042,11.21,20.9,220.01,0,7540.65,2600.55,9,27.8,0,12,0.25,50.91,49.44,6.62,7.2
6037311400,30.61,2274,"Los Angeles",16.6,70.4,1.5,0.2,8.3,3,91505,-118.3493,34.16227,0.053,12.05,24.89,705.77,0,1521.062,1112.47,13,0,0,6,0.5,53.34,36.43,6.41,10.8
6037214800,30.6,2573,"Los Angeles",7,82.6,3.1,0.2,4.5,2.5,90048,-118.3731,34.07139,0.048,12.05,29.3,664.07,0,1735.683,1126.66,0.1,39.5,0.56,0,1,55.75,34.59,5.85,6.2
6037602302,30.6,3477,"Los Angeles",20.4,61.3,2.4,0.2,11.3,4.4,90250,-118.3743,33.90511,0.044,12.05,30.76,255.6,0,5640.641,2623.07,13.75,67.25,2.535,0,0.2,57.39,73.86,4.05,6.6
6085512506,30.6,6686,"Santa Clara",72.3,18.8,1.6,0.4,5,1.9,95020,-121.5818,37.023,0.04,7.440405,28.528,417.26,126.15,2.168752,598.81,1.2,39.75,0,0,0,34.63,67.35,4.96,16.1
6037311600,30.59,7249,"Los Angeles",16,64.4,5.1,0.3,11.1,3.2,91505,-118.339,34.15312,0.053,12.05,24.719,708.51,0,1663.617,1810.12,14.25,7,0.3,6,0.2,61.66,31.28,6.05,8.6
6081612100,30.58,7041,"San Mateo",60.4,20.3,8,0.1,9.1,2.1,94303,-122.1439,37.4591,0.033,9.536303,20.045,597.26,0,182.3528,2625.93,11.9,1,0.085,12,0.3,43.1,42.22,5.14,8.7
6047000702,30.56,4903,"Merced ",30.5,58.7,1.7,0.5,6.4,2.2,95301,-120.6073,37.32298,0.057,12.89,9.1,650.49,6788.53,24.05012,620.64,0,36.75,0,2,0,48.44,59.94,5.16,7.8
6037702801,30.55,5205,"Los Angeles",31.1,41.2,4.8,0.1,19,3.8,90232,-118.4102,34.01145,0.046,12.05,33.215,276.01,0,1776.472,2077.26,0,11.3,0.025,10,2.5,53.1,31.53,5.9,6.3
6001424002,30.55,2172,"Alameda ",17,27.9,41.7,0.7,7.5,5.1,94702,-122.2816,37.8505,0.03,8.697944,33.75,70.6,0,468.962,551.54,29.85,49.3,0.665,10,0,44.04,85.49,6.03,7.9
6067001900,30.55,2771,"Sacramento ",21.3,57.8,6.3,1,8.6,5.1,95818,-121.4774,38.56189,0.046,9.536303,30.4,80.01,0,487.2416,1644.98,39.5,70.5,0.175,0,0,47.05,58.56,4.85,6.5
6067003203,30.54,3200,"Sacramento ",23.7,8.2,10.6,0.4,53.3,3.8,95824,-121.4182,38.51331,0.048,9.536303,14.67,80.01,0,87.7878,677.58,3,2.5,0.035,4,0.5,30.47,73.95,7.21,11.5
6059088104,30.53,4780,"Orange ",36.8,29.2,1.9,0.3,29.9,1.9,90680,-117.9916,33.78475,0.044,11.21,11.513,363.76,0,18335.96,1268.6,3.25,22.25,0.815,0,0.75,47.9,31.65,6.24,5.7
6071002304,30.5,18904,"San Bernardino",42.1,23.9,16.4,0.2,14.4,3,92336,-117.4712,34.13574,0.065,12.89,28.429,641.08,0,3151.424,1074.16,4,0,0.01,0,0,50.35,42.25,5.66,6.3
6073010402,30.5,5558,"San Diego",58,22.1,4.6,0.6,10.9,3.8,91932,-117.1058,32.57278,0.038,13.31,2.758,132.47,0,563.8535,806.3,7,8,0.025,9,0,35.89,65.97,5.49,16.8
6037408137,30.5,4152,"Los Angeles",39.8,9.7,6.6,0.2,42,1.7,91792,-117.8838,34.00845,0.051,11.21,24.76,748.83,0,11494.35,602.98,3,6.25,0.275,1,0,51.52,37.93,4.75,14.2
6037106406,30.49,4962,"Los Angeles",70.8,18.8,2.6,0.6,6.1,1,91342,-118.459,34.32285,0.06,11.21,19.769,586.32,0,455.8371,905.39,0.25,1.5,0.26,0,0,42.14,64.44,6.33,5.8
6071011203,30.48,1593,"San Bernardino",17.4,78.7,0.2,0.6,1.1,2.1,92315,-116.8823,34.25077,0.068,8.278764,1.825,318.07,0,14.90809,644.41,0.4,6,0.1,9,5.5,36.73,60.36,8.33,NA
6065043602,30.47,3953,"Riverside ",71.3,21.3,3.7,0.8,0.9,2,92583,-116.9663,33.78753,0.065,7.859585,9.961,264.97,2.19,386.2914,530.94,0,0,0.025,0,0,29.36,59.86,5.88,22.6
6037900504,30.47,5816,"Los Angeles",41.4,29.3,21.4,0.5,5,2.3,93535,-118.1026,34.66397,0.062,6.182866,6.386,589.14,148.55,9.437703,673.4,0,0,0.15,0,0.2,34.17,106.66,7.79,11.8
6001405700,30.46,3243,"Alameda ",17.2,10.7,32.3,0.4,36,3.4,94606,-122.2297,37.79823,0.03,8.697944,40.532,70.6,0,347.0211,1284.52,0,9.5,0.125,11,0,37.04,52.69,5.98,17.7
6037185100,30.46,6295,"Los Angeles",53.1,31.6,2.6,0.2,9.9,2.6,90065,-118.2104,34.10488,0.048,12.47,25.638,225.83,0,3300.988,1603.77,1,3,0,7,2.2,49.11,37.42,4.68,10.3
6065048901,30.46,3805,"Riverside ",59.8,19.7,14.5,0.4,3.2,2.5,92551,-117.2131,33.90099,0.065,12.89,13.291,747.77,0,511.205,379.27,0,0,0.01,0,0,37.53,57.88,5.24,12.8
6019003104,30.45,3810,"Fresno ",33.1,48.2,3.5,0.5,11.8,2.9,93727,-119.7158,36.78093,0.065,15.4,27.664,761.82,0.56,4409.965,383.75,4.75,7.5,1.01,0,0,58.55,41.73,7.05,5.9
6073005400,30.45,7435,"San Diego",11.4,71.9,5.2,0.3,8.6,2.6,92101,-117.1667,32.71194,0.038,11.21,104.645,228.07,0,292.2388,306.71,18.8,216,3.76,8,4.4,53.4,78.37,4.41,3.9
6073003304,30.45,3563,"San Diego",65.6,4.9,13.5,0.1,14.3,1.5,92102,-117.0903,32.70674,0.04,11.21,31.56,228.07,0,276.4915,1350.1,8,32,0.025,0,0,41.02,50.16,6.03,10.1
6099003604,30.45,8092,"Stanislaus ",28.6,65.2,0.4,0.6,3,2.2,95316,-120.7483,37.5228,0.057,12.89,6.75,992.28,1237.05,391.9125,110.15,12,15.8,0.1,0,2,56.04,43.75,3.84,8.3
6037554103,30.44,1572,"Los Angeles",54.3,21.1,9.5,0.1,12.5,2.5,90706,-118.1202,33.8997,0.044,12.05,26.442,361.44,0,5556.964,903.27,0,0,0.05,3,0,41.09,79.03,7.63,5.7
