"Census.Tract","CES.3.0.Score","Total.Population","California.County","Hispanic....","White....","African.American....","Native.American....","Asian.American....","Other....","ZIP","Longitude","Latitude","Ozone","PM2.5","Diesel.PM","Drinking.Water","Pesticides","Tox..Release","Traffic","Cleanup.Sites","Groundwater.Threats","Haz..Waste","Imp..Water.Bodies","Solid.Waste","Pollution.Burden","Asthma","Low.Birth.Weight","Poverty","Unemployment"
6009000120,21.79,4434,"Calaveras ",12,82.5,0.8,0.6,1.3,2.8,95228,-120.6736779,37.9756396,0.053,7.48917598,0.242,584.43,0.02,186.0306706,146.76,15,13.5,0.1,8,28,42.3,51.69,2.09,22.8,11
6037272201,21.79,2411,"Los Angeles",38,44,4.4,0.4,10.2,3,90066,-118.4341265,34.0003832,0.046,12.05,27.49,588.45,0,1680.980259,917.91,0,0,0.025,0,0,39.9,34.35,4.17,41.7,7.5
6037651221,21.78,3291,"Los Angeles",11.3,39,4,0.2,41.8,3.7,90505,-118.3550066,33.8218914,0.042,12.05,13.291,188.14,0,7431.976214,875.51,0.9,11.25,0.135,0,2,41.41,27.94,3.7,23.3,9.6
6067008138,21.78,3568,"Sacramento ",21.2,66.8,3.1,0.7,4.2,4,95610,-121.2781931,38.6711638,0.053,8.69794377,12.97,581.16,0,38.43170158,866.62,0,25,0,0,0,32.03,56.11,4.33,34.4,10.7
6023011100,21.77,4976,"Humboldt ",12.2,78.5,0.9,3.3,0.9,4.2,95565,-124.055087,40.440735,0.03,4.92532709,0.75,531.51,2.46,4.026329207,151.7,17,40,0,4,11,32.47,104.42,3.76,41.6,6.9
6037620002,21.77,3609,"Los Angeles",15.6,66.1,1.9,0.3,11.4,4.6,90245,-118.4041547,33.9200287,0.044,12.05,36.63,178.41,0.03,3739.38493,815.59,36.65,17.35,7.47,5,1,58.59,27.04,5.04,14.9,4.8
6059075701,21.77,6879,"Orange ",44.1,43.7,2.1,0.1,7.9,2.1,92705,-117.8278543,33.7667021,0.048,10.37,27.501,429.53,0,40824.70547,2806.9,10.7,0,0,0,1,47.89,29.36,4.05,37.8,7.6
6007000502,21.77,4204,"Butte ",17.7,64,3.6,0.6,10,4.2,95926,-121.8617233,39.7297355,0.048,9.53630303,11.731,271.14,48.09,9.649287195,568.86,4.15,3,1.275,1,0,37.84,28.64,4.42,75.4,16.2
6097150611,21.75,4067,"Sonoma ",31.3,56,1.8,0.5,7.1,3.3,94954,-122.579047,38.2329343,0.033,6.60204561,7.82,532.9,1.2,32668.42099,526.06,12,0,0.125,5,1,39.52,53.43,3.69,30.7,7.1
6059099203,21.74,6029,"Orange ",20.6,17.7,0.5,0,60,1.2,92704,-117.9417386,33.737867,0.046,11.21,14.805,461.87,0.01,16004.9197,944.19,0,4.5,0,0,0,38.19,25.68,5.52,31.3,4.8
6067007015,21.74,4997,"Sacramento ",17.5,40.2,14.4,0.6,22.7,4.6,95834,-121.5509593,38.648951,0.048,8.69794377,14.916,212.76,1.83,187.8375195,601.36,0,0,0,6,0,30.28,67.04,6.31,28,4.2
6081600700,21.74,7568,"San Mateo",36,7.2,2.9,0.1,51.3,2.5,94014,-122.4640012,37.7052459,0.03,8.27876414,21.545,495.02,2.02,124.3441907,1243.49,0.1,11,0,0,0,31.72,62.3,5.43,29.4,5.7
6083002210,21.74,6035,"Santa Barbara",63.2,27.2,0.9,0.5,6.5,1.8,93454,-120.4186966,34.9705531,0.035,4.50614746,10.515,364.48,1.06,59.78637467,804.38,3.5,7,0.2,14,5,39.63,56.68,2.88,27.1,8.1
6021010501,21.74,3456,"Glenn ",68.7,27.7,0.3,0.6,1.9,0.8,95963,-122.0413986,39.7212958,0.048,9.53630303,4.741,711.21,1042.98,12.40587287,85.17,0,6,0,9,3,40.29,34.87,2.04,54.4,7.3
6073003112,21.74,4574,"San Diego",41.7,7.4,23.9,0.1,23.6,3.4,92114,-117.0628402,32.7058788,0.04,11.21,9.099,228.07,0,252.5349485,337.91,0.1,10,0,2,0,24.06,110.54,7.22,44.2,12.2
6059075505,21.69,3599,"Orange ",41.1,41.9,1.5,0.7,12.1,2.7,92780,-117.8247177,33.7440129,0.048,10.37,25.544,392.16,0,46240.72996,1986.51,2.15,15.75,0,0,0,46.41,37.71,3.67,35.3,3.7
6037463602,21.69,5051,"Los Angeles",16.1,47.9,7.3,0.2,25.1,3.4,91105,-118.1458929,34.1408046,0.051,11.21,19.781,589.04,0,3100.692963,765.54,22.6,0,0.685,0,0.4,48.98,17.91,5.14,27.8,8.3
6037273800,21.68,3107,"Los Angeles",19.4,67,2.8,0.5,6.8,3.6,90291,-118.4512626,33.9927102,0.046,12.05,27.49,588.45,0,1662.769426,812.25,12.75,19.5,0.11,12,1.7,59.54,29.71,3.98,20,7.4
6033000400,21.68,5574,"Lake ",17.7,74.1,0.8,2.9,2.1,2.4,95453,-122.9155905,39.050958,0.042,4.50614746,1.536,288.28,22.78,0.007876297,266.09,12.5,3,0.1,2,5,29.72,57.99,5.48,37.7,9.7
6059063803,21.68,4437,"Orange ",31.3,61.3,1,0.1,3.9,2.4,92627,-117.9411674,33.6642944,0.044,10.37,16.85,188.9,10.43,6602.370487,740.81,0,8,0,0,2.2,40.39,39.3,4.94,29.6,10.3
6001437900,21.67,2338,"Alameda ",60.2,11.7,6.8,0.5,17.4,3.5,94544,-122.0613101,37.6428259,0.035,8.69794377,31.48,58.51,0,412.0443236,623.83,3.25,2.3,0.05,0,0,26.51,89.54,3.74,36.2,13.2
6059052517,21.66,10096,"Orange ",8,41.5,1.5,0.1,44.2,4.8,92618,-117.7750436,33.6725059,0.048,9.53630303,37.234,376.93,2245.08,8333.098506,1549.62,8.2,4,0.145,7,5.7,66.44,22.91,5.05,11.7,8.4
6067008117,21.65,2084,"Sacramento ",12.8,74.1,4.2,1.1,2.6,5.1,95608,-121.3188938,38.6652577,0.051,9.53630303,17.45,481.52,0,56.90252225,836.64,1,5.5,0,6,0,35.66,104.55,4.79,25,16
6095251300,21.64,2938,"Solano ",18.9,58.4,9.8,0.4,6.6,5.8,94590,-122.235826,38.1146854,0.035,7.85958451,17.224,166.14,0,1457.156384,1215.98,0,16,0,1,0,27.86,180.26,6.47,20.5,12.5
6037135111,21.64,2967,"Los Angeles",23.3,58.3,4.1,0.3,10,3.9,91303,-118.6102388,34.1924609,0.057,10.37,14.136,618.05,14.12,388.5526696,878.2,1.1,27.5,0.27,2,0,52.69,43.28,4.03,24.3,4.5
6059021913,21.64,8140,"Orange ",63.6,24,0.7,0.3,9.9,1.6,92869,-117.8074249,33.7979555,0.048,10.79,5.679,557.5,0,34853.58987,572.37,0,0.5,0.05,0,2.65,36.87,30,4.89,43,6.5
6037141102,21.64,2869,"Los Angeles",11.3,74.4,4.9,0.1,5.9,3.3,91423,-118.4318823,34.1494929,0.053,11.63,13.759,618.05,0,1098.374302,2768.14,0,20.5,0,6,0,48.23,29.15,4.44,20.3,6.8
6081607600,21.63,3342,"San Mateo",25.8,51.1,1,0.1,18.1,3.9,94402,-122.3066909,37.5581392,0.033,8.69794377,23.134,85.12,0,170.0455352,2336.65,0.9,42.25,0.05,11,0.75,39.52,53.26,5.01,24.4,6.2
6073020306,21.63,8694,"San Diego",19.8,60.1,3.7,0.2,11.8,4.3,92078,-117.1487018,33.1112121,0.046,10.37,10.725,396.66,0.34,40.96269589,989.89,13,10,0.32,13,1,48.99,10.91,5.85,32.3,8.6
6001444400,21.63,5114,"Alameda ",53,20.3,3.8,0.2,20,2.7,94560,-122.0353376,37.5362317,0.035,9.53630303,17.722,83.53,0,148.4081289,419.61,1.4,37.6,0.42,0,1.25,30.94,73.21,5.16,23.2,7.6
6085500400,21.62,2369,"Santa Clara",37.4,46.4,4.3,0.2,8.7,3.1,95126,-121.9220533,37.3401731,0.035,10.37,45.45,479.23,0,245.3554552,1280.28,27.65,44.35,0.085,3,0,48.52,42.13,4.29,25.7,4.3
6013317000,21.61,2144,"Contra Costa",15.2,74.5,2.3,0.4,3.5,4.1,94553,-122.1262172,38.0176872,0.035,7.85958451,15.971,67.52,0,10141.2009,183.13,9,15.75,2.3,9,0,37.17,78.96,3.42,28.1,8.8
6037503901,21.6,2702,"Los Angeles",42.6,38.2,1.9,0.5,14.3,2.4,90638,-118.0068471,33.8897905,0.046,11.21,24.511,201.92,0,5947.489359,547.71,0.8,6.5,0.745,7,0,45.01,38.62,2.58,15,10.3
6071009118,21.6,22862,"San Bernardino",50,27.2,14,0.4,5.1,3.3,92392,-117.4288837,34.4864967,0.065,7.02122524,7.04,525.57,0,143.4185968,617.88,0,0,0,0,0,24.46,86.44,6.22,31.8,12.9
6111007000,21.59,3907,"Ventura ",41.3,44,1.5,0.1,11.2,1.9,91360,-118.867895,34.1816985,0.048,9.53630303,8.558,38.25,0,83.107148,2070.43,0.25,8,0,11,0,32.15,26.68,8.33,33.5,7.7
6073006802,21.58,5032,"San Diego",24,60,5.6,0.2,5.2,4.9,92106,-117.218481,32.7501717,0.04,10.79,17.453,228.07,0,200.7861108,943.41,30.35,32.95,0.25,10,2.2,49.6,20.1,7.29,29.5,3.2
6065044701,21.58,3555,"Riverside ",31.6,55.1,4.8,0.7,5.1,2.6,92262,-116.5194219,33.8231858,0.068,7.02122524,8.174,473.84,0,137.3296035,497.49,2,0,0.1,0,0,27.74,55.82,5.64,45.3,12.7
6083002011,21.56,5317,"Santa Barbara",53.6,38.1,1.6,0.6,4.5,1.7,93455,-120.4616815,34.9053343,0.035,4.50614746,9.296,597.71,17709.73,18.99366235,310.37,13.7,185.35,5.8,0,12,46.42,34.59,3.6,37.4,8.1
6085504414,21.55,5092,"Santa Clara",6.8,10.6,1.3,0,78.9,2.4,95035,-121.8969311,37.4399072,0.038,10.37,23.149,118.73,0,154.7953209,1000.72,27.2,17,0.27,0,0.4,39.75,25.78,5.9,11.8,9.5
6065042740,21.55,2017,"Riverside ",7.8,83.9,3.8,0.4,2.6,1.4,92586,-117.1977569,33.7251015,0.062,11.21,14.32,747.77,0,288.1679954,1080.75,0,0,0,0,0,38.15,33.5,NA,37.1,NA
6065042411,21.55,2540,"Riverside ",36.7,35,19.3,0.4,5.2,3.5,92557,-117.2371448,33.967321,0.065,12.89,11.136,747.77,0,601.2760573,394.25,0,0,0,0,0,36.56,59.49,3.12,30.4,10.9
6067007427,21.51,6840,"Sacramento ",16.1,56.1,8.3,0.6,13.1,5.8,95843,-121.37028,38.707515,0.051,8.69794377,8.41,778.6,0.06,68.74412204,662.26,0,0,0,0,0,28.43,60.9,5.77,43.5,6
6059099605,21.51,3690,"Orange ",15.8,61.6,0.7,0.2,18,3.7,92647,-118.0079541,33.735963,0.044,11.21,11.795,238.5,0,12660.09965,1079.57,2.75,41.25,0.3,0,0.4,44.96,35.69,4.44,15.2,11.8
6029006008,21.51,5956,"Kern ",7.8,86.8,1.3,0.7,1.2,2.1,93561,-118.6581798,35.1962215,0.065,13.31,2.1,767.04,186.64,13.17117376,174.61,0,3,0.025,0,3.3,42.89,48.45,4.79,11.3,7.8
6085505600,21.5,3880,"Santa Clara",19.5,53.2,3.9,0.4,17.8,5.3,95050,-121.9459448,37.350955,0.035,10.37,23.807,179.53,0,238.9642346,452.97,29.3,72.9,3.21,0,2.5,43.59,28.61,2.98,51,7.5
6037702502,21.5,4048,"Los Angeles",12.3,46,20.2,0,16.1,5.3,90232,-118.3858998,34.0125885,0.046,12.05,28.99,508.57,0.01,1866.552302,967.16,9.6,31.5,0.3,9,10.1,64.84,35.58,3.64,18.9,6.3
6081606300,21.5,4073,"San Mateo",27.8,46.3,2.3,0.1,20.1,3.3,94402,-122.3193435,37.5653475,0.033,8.69794377,17.37,85.12,0,155.5286817,1210.47,0.9,64.05,0.05,10,3,38.59,51,4.71,23.3,8.3
6059099241,21.5,4274,"Orange ",19.3,44.4,1.7,0.2,31.3,3.2,92683,-117.9802241,33.7264094,0.044,11.21,22.5,442.47,1.45,12224.9945,2521.01,0,16.5,0.01,0,1,50.18,21.7,3.75,30.9,8.7
6065044505,21.49,6479,"Riverside ",56.4,39.3,1.1,0.5,1.5,1.2,92276,-116.3874271,33.8211956,0.068,6.60204561,15.654,558.52,0,1.136703353,954.28,0,3,0,0,13.1,34.91,39.97,3.86,60,9.9
6059063906,21.49,6591,"Orange ",44,44.2,1.4,0.4,7.4,2.7,92626,-117.9028423,33.6609028,0.044,10.37,11.271,155.97,0,7356.040182,1281.69,2.4,7.5,0.235,0,0,37.66,27.07,4.57,47.8,10.2
6061021304,21.48,5307,"Placer ",12.2,81.8,0.3,1.5,1.1,3.1,95648,-121.283873,38.9695759,0.053,7.85958451,1.177,659.2,486.46,10.39736043,172.22,0.8,50.8,0,6,5.5,41.62,29.93,5.76,28,9.2
6037701502,21.47,3841,"Los Angeles",10,72.6,3.5,0.2,10.1,3.6,90404,-118.4872348,34.0254597,0.046,12.05,20.45,307.71,0,1198.874133,1123.39,2.45,9.1,0.275,5,0,47.98,58.86,2.74,19.8,7.5
6045010900,21.46,4332,"Mendocino ",31.1,62.7,0.6,2,1.5,2.1,95470,-123.3726489,39.2578856,0.038,6.33542406,0.707,376.33,1.48,0.030679106,239.21,6,41,0.325,5,7,34.76,71.55,4.7,48,9
6037800328,21.45,2640,"Los Angeles",8.9,75.6,2.4,0.2,9.4,3.6,91301,-118.7172726,34.153247,0.053,9.95548266,3.378,225.79,0.01,145.3461167,2886.32,7,0.75,0.15,9,7.2,44.88,18.44,8,16.2,6.1
6095252305,21.45,4711,"Solano ",17.9,48.2,10.5,0.6,17.4,5.5,94534,-122.0937986,38.2199882,0.038,7.85958451,12.062,302.66,15.39,1093.409028,1303.61,0.45,3.25,0.075,7,0,38.16,54.67,6.17,10.3,6.8
6037271701,21.44,5850,"Los Angeles",13.7,51.7,4.7,0.2,25.2,4.5,90034,-118.4192255,34.027115,0.046,12.05,33.279,588.45,0,1631.546351,2806.65,0,0,0.01,0,1,45.43,36.23,4.47,19.5,7.3
6071011206,21.44,995,"San Bernardino",15.6,79.4,0.7,1,1,2.3,92315,-116.9467039,34.2409525,0.068,6.60204561,1.292,321.15,0,16.36939003,221.63,0,0,0,5,2,22.73,77.77,NA,34.7,12.2
6001441503,21.44,5389,"Alameda ",4.2,9.9,1.7,0.2,80.6,3.4,94560,-121.9444248,37.4731786,0.035,9.53630303,26.304,83.53,0.11,180.0422114,1512.04,193.15,129.05,8.37,2,8.85,54.5,30.24,5.37,5.9,5.5
6011000400,21.43,2495,"Colusa ",35.5,58.3,1.9,2.1,0.9,1.2,95979,-122.4155716,39.2881333,0.046,6.01717888,0.815,550.22,73.45,20.40618024,117.4,0,18.75,0,17,15.2,37.09,35.87,3.94,39.6,15.1
6037920112,21.42,4287,"Los Angeles",18.4,68.9,2.3,0.2,7.8,2.4,91354,-118.5391687,34.4354255,0.065,9.95548266,35.89,505,0,56.71838546,802.98,9,5,0.035,7,0,46.59,18.24,4.95,13.5,12.7
6073016902,21.41,2341,"San Diego",15.5,58.7,0.9,21.1,1.5,2.2,92040,-116.8538493,32.9312875,0.05,10.79,0.746,890.32,0,52.27953888,507.58,4.5,2,0.15,7,3.9,42.06,40.98,5.46,24,7.1
6037670002,21.41,4001,"Los Angeles",37.7,38.7,4,0.3,14.8,4.3,90717,-118.3132363,33.7944957,0.042,11.63,18.53,152.86,0,7205.851659,1107.92,1,1,0.11,0,0.7,37.4,50.79,3.81,28.3,7.3
6037503402,21.4,4273,"Los Angeles",54,39.4,0.4,0.2,5,1.1,90603,-118.0008226,33.941836,0.046,11.63,11.78,514.6,0,5935.357444,669.5,18,3.5,0,0,0,39.69,54.22,3.58,20.1,6.2
6075031400,21.4,6676,"San Francisco",25.7,9.6,15.1,0.2,46.8,2.6,94112,-122.4571446,37.7147206,0.03,8.69794377,23.046,171.2,0,129.1353874,1599.78,0,0,0.075,0,0.5,25.72,51.09,6.78,42.4,10.6
6067009403,21.39,2038,"Sacramento ",21.3,70.8,1,0.2,4.6,2.1,95693,-121.2760218,38.3451903,0.048,9.1171234,3.836,479.55,53.15,26.56776823,618.01,0.25,3,0,3,6.4,36.89,32.99,4.95,24.2,10.7
6085503902,21.38,5440,"Santa Clara",63.9,14.6,1.1,0.3,18.5,1.5,95127,-121.8283233,37.3735434,0.038,10.37,11.09,479.23,14.68,201.4902128,638.52,0,3,0,0,0,30.1,50.47,3.86,41.8,9.1
6075033201,21.38,3683,"San Francisco",17.9,45.9,7.2,0.2,22.4,6.4,94132,-122.4796588,37.726265,0.03,7.85958451,39.64,171.2,0,141.6942989,722.61,0,0,0.1,2,0,25.09,38.59,7.69,69.4,24.5
6065042745,21.37,4614,"Riverside ",27.2,61,4.3,0.5,4.7,2.3,92567,-117.0632869,33.778279,0.065,10.37,2.849,747.77,0.41,650.5801025,508.86,0,2,0,0,2.7,39.39,35.5,4.11,28.1,12.7
6099000504,21.37,8692,"Stanislaus ",22.7,54.4,3,0.3,15.1,4.5,95356,-121.038906,37.6996863,0.053,12.89,16.815,824.39,439.31,1496.580503,359.12,0,0,0,0,0,45.3,51.47,3.65,17,6.2
6073008505,21.36,5605,"San Diego",23.2,56.9,1.9,0.4,14.3,3.3,92117,-117.1850238,32.8402976,0.044,9.53630303,18.572,228.07,0.58,121.2794215,1619.28,1.5,0,0.1,10,10,45.31,41.12,4.35,30.5,12.6
6071007306,21.35,5859,"San Bernardino",24.1,32.9,9.8,0.3,29.1,3.8,92354,-117.2380005,34.0549636,0.068,12.05,36.968,1054.65,43.7,386.9700881,501.23,18.7,0,0.195,0,0,58.8,32.31,4.17,18.1,4.2
6059021815,21.35,7751,"Orange ",13.4,48.7,1.4,0.3,33.6,2.7,92823,-117.8147284,33.9272688,0.051,11.63,7.54,774.25,69.27,9448.635259,1475.96,1,3.75,0.8,0,10,61.7,21.3,5.07,12.8,5
6037401304,21.34,5642,"Los Angeles",26.5,53.8,2.4,0,14.6,2.8,91773,-117.8147951,34.088083,0.057,11.63,18.357,773.61,0,5835.564001,852.58,0,8.25,0.02,8,4.25,55.1,36.93,4.74,9.3,5.6
6001436401,21.34,7042,"Alameda ",28.6,37.1,14.7,0.6,14,4.9,94541,-122.0650918,37.6715227,0.035,8.69794377,20.79,58.51,0,391.1280691,782.75,5.5,20.75,0.125,1,0,32.63,74.51,4.67,28,9.9
6037461400,21.33,3204,"Los Angeles",21.3,56.2,8.9,0.1,9.9,3.7,91104,-118.1246769,34.1723185,0.051,10.37,26.26,624.99,0,2548.291532,756.06,0,1.5,0.11,0,0,41.39,42.04,5.73,22.6,6.2
6111008101,21.32,3433,"Ventura ",23.7,64.9,0.9,0.2,8.1,2.1,93065,-118.738939,34.2764924,0.055,9.53630303,10.51,274.97,0,38.10129623,1189.69,0,10,0.01,16,0,35.94,33.09,7.34,19,7.5
6037461700,21.32,1385,"Los Angeles",15.5,55.6,19.2,0.1,6.9,2.6,91103,-118.1655566,34.1583127,0.051,10.79,10.171,589.04,0,2385.427427,1282.2,5,0.3,0.15,2,2,46.68,56.07,6.41,14.2,4.4
6065042013,21.3,8333,"Riverside ",29.7,47.9,7.8,0.2,10.7,3.8,92508,-117.3019318,33.8944124,0.065,12.89,11.488,903.74,0,671.3086773,486.23,12,0.6,0,0,0.2,43.94,30.7,4.65,15,9.9
6037574902,21.28,4783,"Los Angeles",20.6,44.8,10,0.4,19.2,5,90815,-118.1378391,33.7913432,0.042,11.21,25.99,220.01,0,7832.210777,639.75,0.9,15.5,0.075,0,0,38.47,29.23,5.04,44.2,10.1
6067007433,21.28,7656,"Sacramento ",13.4,57,8.5,0.5,15.3,5.3,95843,-121.3557412,38.7117767,0.051,8.69794377,9.682,748.39,0.04,63.22967545,1109.97,0.2,0,0,0,0,30.91,54.85,4.21,33.6,13.1
6087110700,21.27,3357,"Santa Cruz",71.3,23.2,0.8,0.4,2.9,1.4,95076,-121.7939493,36.9384816,0.038,6.60204561,6.697,453.84,3935.55,0.803381421,562.49,10.5,12.75,0,5,3,38.04,27.31,4.62,54,6.8
6073012800,21.27,3913,"San Diego",61.7,29.6,2.2,0.2,4.6,1.7,91910,-117.0709931,32.6358462,0.04,11.21,17.55,267.03,0,675.3336232,571.69,0,0,0.025,1,0,27.45,57.45,3.66,36.6,17.1
6001440306,21.27,3841,"Alameda ",11,8.4,9,0.1,66.2,5.3,94587,-122.0683607,37.5849858,0.035,8.69794377,37.26,83.53,0,257.5797069,403.47,0,2,0,2,0.2,23.27,74.85,7.26,31.8,12.2
6013387000,21.26,2532,"Contra Costa",11.2,43.7,9,0.2,31.8,4.1,94530,-122.3059348,37.917033,0.03,8.69794377,14.31,70.6,0,738.2067753,304.71,15.5,1.5,0.2,10,2.5,34.14,40.54,6.98,26.8,10.3
6037300502,21.25,6026,"Los Angeles",14.3,54.9,0.8,0.2,27,2.8,91020,-118.2257027,34.2110063,0.053,11.21,13.13,808.66,0,1315.886006,1660.55,0,25.25,0.1,2,0,49.89,21.05,4.11,20.3,8.1
6101050601,21.25,6029,"Sutter ",16.1,60.7,1.4,1,17.7,3,95993,-121.6796539,39.1627684,0.048,8.69794377,11.057,519.35,1087.42,0.126697254,202.29,11,16.05,0.1,2,6,44.94,22.44,4.08,29.8,14.6
6059042307,21.25,6900,"Orange ",22.4,59.7,1.2,0.1,13.6,3,92653,-117.6918661,33.5987661,0.05,8.69794377,14.703,228.6,0,2784.084373,2173.22,0,6,0.025,5,0,38.33,27.38,5.7,27,9.6
6053000702,21.25,6371,"Monterey ",97.7,1.6,0.2,0.1,0.2,0.2,93905,-121.6108778,36.6846397,0.033,5.34450672,12.43,279.76,6.95,0.761380471,347.42,9,2,0,14,0,26.12,79.51,3.76,77.3,2.5
6077004704,21.25,4894,"San Joaquin",31.4,63.3,0.6,0.4,2.5,1.8,95240,-121.0464269,38.106309,0.05,11.11,1.614,1046.88,438.36,127.9771615,236.2,0,12,0,12,9.1,48.36,28.12,3.01,39.7,13.3
6073020602,21.24,5859,"San Diego",47.6,44.2,2.6,0.7,3,1.9,92025,-117.0681038,33.1189678,0.048,10.37,19.076,267.08,0,22.88637636,485.7,0,10.75,0.075,9,0,33.84,34.05,4.53,51.2,11.4
6001451101,21.24,7081,"Alameda ",15.5,63.6,2.7,0.3,13.8,4.1,94550,-121.6633595,37.6396925,0.044,9.53630303,2.806,805.55,5.99,77.00463092,659.23,31.5,96.05,22.9,15,30,61.16,34.49,3.87,9.9,7.3
6007002700,21.24,5478,"Butte ",9.1,79.6,1.1,3,3.1,4.1,95966,-121.5269455,39.5228652,0.053,8.27876414,5.47,312.98,0.02,0.00858035,405.54,12.25,2,0.25,7,0,31.44,86.05,4.13,52.9,5.7
6007002400,21.23,5157,"Butte ",7.2,83.9,0.6,2.9,1.2,4.2,95916,-121.3519555,39.6655389,0.053,7.44040487,0.416,473.9,3.73,0.007597561,124.36,4,0.3,0,6,10,30.94,62.46,3.19,48.7,16.9
6013318000,21.23,3267,"Contra Costa",15.3,72.6,2.9,0.8,3,5.5,94553,-122.1663864,38.0165957,0.035,7.85958451,10.611,67.58,0.24,1046.197677,603.36,4.5,27,0.2,9,0,36.18,78.96,3.49,30.8,8.6
6001435300,21.23,4479,"Alameda ",32.1,27.3,22.7,0.6,12.9,4.4,94541,-122.064666,37.6807791,0.033,8.69794377,20.79,58.65,0,370.3573691,1012.18,0,4.5,0,1,0,23.93,96.73,6.47,33,14.1
6037295103,21.22,4875,"Los Angeles",21.7,61.3,3,0.2,10.4,3.4,90731,-118.2962139,33.762648,0.042,11.21,37.814,423.68,0,10394.59162,1069.13,12.5,3,5.25,8,5,60.58,37.24,4.33,11.5,7
6111004711,21.22,3432,"Ventura ",53,6.6,1.6,0.1,36.4,2.2,93033,-119.163289,34.1679536,0.044,9.53630303,15.108,285.13,217.33,758.9265182,382.77,0.9,7.8,0.035,0,0,34.78,33.16,4.44,44.4,13.9
6037900608,21.21,3536,"Los Angeles",44.1,24,25.1,0.2,3.3,3.4,93535,-118.1081707,34.6968196,0.062,6.18286598,7.291,663.55,0,10.54078364,434.98,0,0,0,0,0,21.57,128.7,7.76,48.5,13.3
6071000819,21.2,5077,"San Bernardino",22.5,51.6,3.8,0.3,19.4,2.5,91784,-117.6325109,34.1262864,0.062,12.89,15.932,471.61,24.57,2916.043587,1336.78,0,2,0.1,0,2,54.62,23.03,3.64,23.2,7.7
6001432200,21.2,4080,"Alameda ",24.7,40.3,20.4,0.2,10.4,4,94577,-122.1562452,37.7330544,0.03,8.69794377,29.22,70.6,0,453.628807,311.7,3.6,37.25,0.05,2,0,29.76,73.43,5.12,24.4,5.3
6037134423,21.2,3414,"Los Angeles",12.3,67.4,2.5,0.1,14.4,3.3,91304,-118.6341913,34.2138397,0.057,10.37,10.4,618.05,0,338.4683456,462.81,5,14.5,0.125,2,0,41.24,56.87,3.45,14.7,10.5
6037920040,21.2,3352,"Los Angeles",26.1,50.5,6.1,0.4,13.3,3.6,91387,-118.4274646,34.435608,0.062,9.1171234,19.025,639.86,0,23.27873947,433.63,0,0,0.2,2,0.2,34.34,33.31,6.54,17.4,15.6
6085501800,21.19,5085,"Santa Clara",54.2,37,1.3,0.3,4.9,2.3,95125,-121.8970809,37.3163893,0.038,10.37,28.985,479.23,0,164.9361712,2452.15,16.45,49.1,0.01,3,0,46.67,30.17,4,27.4,9
6037576602,21.19,3995,"Los Angeles",22.3,57.9,8.2,0.3,7.2,4.1,90802,-118.1714209,33.7631621,0.042,11.21,81.208,255.06,0,8555.84902,751.92,0.25,0,0,5,2.75,42.91,48.18,5.99,25.3,6.8
6065043807,21.19,5743,"Riverside ",38.1,50.3,4.3,1.2,3.9,2.2,92223,-116.9737171,33.9591433,0.068,9.1171234,13.075,415.66,0,176.5132853,220,0,0,0,0,1,26.88,60.9,5.65,40.3,8.5
6029000908,21.19,5493,"Kern ",43.9,45.1,4.1,1,3.2,2.6,93306,-118.9414209,35.4021102,0.062,18.76,16.126,665.32,0,10.90448461,260.48,0.5,1,0,0,1,35.23,75.27,4.47,46.2,7.5
6045010300,21.19,4272,"Mendocino ",12.4,81.5,1.4,1.5,1,2.3,95437,-123.638408,39.455171,0.035,7.76737047,0.581,386.67,0.98,0.001825653,557.36,2.9,34.3,0,4,3.5,29.4,68.7,5.47,37.6,9.3
6065042729,21.19,9184,"Riverside ",24.6,61.1,6,0.4,5.4,2.5,92584,-117.1657865,33.7037298,0.062,10.37,14.369,747.77,0.12,336.0109718,874.81,0,7,0,0,1.3,43.36,27.85,3.37,29.5,12.9
6037188201,21.18,3270,"Los Angeles",17.5,60.4,4.2,0.2,14.1,3.7,90027,-118.2723964,34.1124175,0.05,12.89,26.427,626.33,0,2802.141607,1824.47,3,0,0,5,2,53.86,38.67,5.21,17.1,6.2
6013313205,21.18,1724,"Contra Costa",46.8,22.9,6.4,0.2,20,3.7,94565,-121.9168577,38.0162998,0.038,7.85958451,11.03,140.06,0,1264.50674,1643.98,0.7,6.25,0,0,1.75,27.68,150.18,3.98,14,12.2
6013302009,21.17,5641,"Contra Costa",25.8,25.7,24.3,0.4,17.4,6.4,94531,-121.7478856,37.9715128,0.042,7.85958451,27.158,98.57,15.49,216.4463379,442.11,0.75,0,0.1,0,0,28.63,108.34,4.01,35.4,8.2
6097150603,21.17,7249,"Sonoma ",32.9,59.6,1.2,0.4,3.5,2.5,94954,-122.6179426,38.2544898,0.033,6.18286598,11.991,530.55,4.54,2590.617776,919.88,1.75,14.75,0,5,0.2,38.07,51.31,4.01,20.7,6.7
6037113101,21.17,3558,"Los Angeles",20.5,60.4,3.1,0.4,12.3,3.2,91311,-118.5852975,34.2654115,0.057,10.37,27.116,618.05,0.18,345.439261,1671.05,17.6,0,0.11,0,0.4,51.29,46.83,2.67,14.3,5.4
